FID,OBJECTID,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,POINT_X,POINT_Y
182,183,6944.000000000000000,CERMAK,MORGAN,EB,NS,21, ,CHICAGO,1,Cermak & Morgan,-87.651490999999993,41.852502000000001
183,184,12527.000000000000000,ADDISON,WESTERN,EB,NS,152, ,CHICAGO,1,Addison & Western,-87.688474339999999,41.946659900000000
184,185,14515.000000000000000,CHICAGO,HAMLIN,EB,FS,66,N66,CHICAGO,1,Chicago & Hamlin,-87.720915570000003,41.895339800000002
185,186,12400.000000000000000,111TH STREET,CAMPBELL,EB,NS,112, ,CHICAGO,1,111th Street & Campbell,-87.683757999999997,41.691707999999998
186,187,413.000000000000000,MADISON,ST. LOUIS,EB,NS,20,N20,CHICAGO,1,Madison & St. Louis,-87.713819639999997,41.880813879999998
187,188,4032.000000000000000,ARMITAGE,KILPATRICK,EB,NS,73, ,CHICAGO,1,Armitage & Kilpatrick,-87.743791999999999,41.916901000000003
188,189,5597.000000000000000,IRVING PARK,CEMETERY ENTRANCE (7900W),EB,MB,80, ,CHICAGO,1,Acacia Park Cemetery,-87.823715609999994,41.952287890000001
189,190,14702.000000000000000,GOLF ROAD,HAMLIN,EB,NS,205, ,EVANSTON,2,Golf Road & Hamlin,-87.722791709999996,42.055211829999998
190,191,403.000000000000000,MADISON,KENTON (west leg),EB,NS,20,N20,CHICAGO,1,Madison & Kenton,-87.740705000000005,41.880474999999997
191,192,2893.000000000000000,111TH STREET,VERNON,EB,NS,"4,111A,115", ,CHICAGO,1,111th Street & Vernon,-87.612262930000000,41.692670460000002
192,256,17354.000000000000000,79TH STREET,COLFAX,EB,FS,79,N79,CHICAGO,1,79th Street & Colfax,-87.561192919999996,41.751740710000000
193,257,17468.000000000000000,BELMONT,MASON,EB,FS,77,N77,CHICAGO,1,Belmont & Mason,-87.774710560000003,41.938406649999997
194,258,17469.000000000000000,BELMONT,LAMON,EB,FS,77,N77,CHICAGO,1,Belmont & Lamon,-87.749043330000006,41.938738239999999
195,259,17470.000000000000000,BELMONT,KENOSHA,EB,NS,77,N77,CHICAGO,1,Belmont & Kenosha,-87.734161529999994,41.938931009999997
196,260,17472.000000000000000,HALSTED,79TH STREET,EB,TERM,"8,8A", ,CHICAGO,1,Halsted & 79th Street Terminal,-87.643701840000006,41.749804130000001
197,261,14283.000000000000000,CENTRAL STREET,WALNUT,WB,NS,"201,206", ,EVANSTON,2,Central Street & Walnut,-87.704664500000007,42.064477310000001
198,262,988.000000000000000,NORTH AVENUE,MEADE,WB,NS,72, ,CHICAGO,1,North Ave & Meade,-87.777470050000005,41.909295759999999
199,263,4813.000000000000000,FOSTER,WASHTENAW,WB,NS,92, ,CHICAGO,1,Foster & Washtenaw,-87.696359939999994,41.975914990000000
200,264,12360.000000000000000,MONTEREY,100' east of HERMOSA,WB,MB,112, ,CHICAGO,1,Monterey & Hermosa,-87.666717059999996,41.690829149999999
201,265,12362.000000000000000,MONTEREY,HALE (east leg),WB,NS,112, ,CHICAGO,1,Monterey & Hale,-87.670439389999999,41.691995339999998
202,266,13034.000000000000000,61ST STREET,LANGLEY,WB,NS,"N4,59",N4,CHICAGO,1,61st Street & Langley,-87.608377890000000,41.784070460000002
203,267,12201.000000000000000,103RD STREET,3000 WEST RR CROSSING,WB,NS,103, ,CHICAGO,1,3000 W 103rd Street,-87.696270810000001,41.706351920000003
204,268,7940.000000000000000,BELMONT,WASHTENAW,WB,NS,77,N77,CHICAGO,1,Belmont & Washtenaw,-87.695063410000003,41.939492319999999
205,269,13065.000000000000000,59TH STREET,LAFLIN,WB,NS,59, ,CHICAGO,1,59th Street & Laflin,-87.661764689999998,41.786848829999997
206,270,12291.000000000000000,103RD STREET,INDIANA,WB,NS,"34,106", ,CHICAGO,1,103rd Street & Indiana,-87.618528190000006,41.707303260000003
207,271,9306.000000000000000,BELMONT,PAULINA,WB,NS,77,N77,CHICAGO,1,Belmont & Paulina,-87.671003189999993,41.939724490000003
208,272,9193.000000000000000,51ST STREET,WENTWORTH,WB,NS,15, ,CHICAGO,1,51st Street & Wentworth,-87.630189999999999,41.801900000000003
209,273,7515.000000000000000,31ST STREET,CANAL,WB,NS,31, ,CHICAGO,1,31st Street & Canal,-87.637666420000002,41.838224199999999
210,274,15790.000000000000000,87TH STREET,MORGAN,WB,FS,"24,87",N87,CHICAGO,1,87th Street & Morgan,-87.648837770000000,41.736100829999998
211,275,14225.000000000000000,WACKER,STATE,WB,FS,"134,135,136", ,CHICAGO,1,Wacker & State,-87.628144410000004,41.887026839999997
212,276,11413.000000000000000,MONTROSE,MENARD,WB,NS,78, ,CHICAGO,1,Montrose & Menard,-87.772004679999995,41.960479390000003
213,277,14621.000000000000000,PULASKI,WELLINGTON,SB,FS,53,N53,CHICAGO,1,Pulaski & Wellington,-87.727206519999996,41.935264879999998
214,278,3068.000000000000000,KEDZIE,36TH STREET,SB,NS,52, ,CHICAGO,1,Kedzie & 36th Street,-87.704650740000005,41.828170040000003
215,279,5584.000000000000000,MILWAUKEE,BERTEAU,NWB,NS,56, ,CHICAGO,1,Milwaukee & Berteau,-87.751144440000004,41.956977920000000
216,280,3685.000000000000000,HALSTED,83RD STREET,SB,NS,8A, ,CHICAGO,1,Halsted & 83rd Street,-87.643883000000002,41.743515000000002
217,281,5163.000000000000000,RACINE,51ST STREET,SB,NS,44, ,CHICAGO,1,Racine & 51st Street,-87.655103999999994,41.801499999999997
218,282,2408.000000000000000,STATE,43RD STREET,SB,NS,29, ,CHICAGO,1,State & 43rd Street,-87.626397119999993,41.816598180000000
219,283,14612.000000000000000,CALIFORNIA,MADISON,SB,FS,94, ,CHICAGO,1,California & Madison,-87.696374610000007,41.880891009999999
220,284,2231.000000000000000,KING DRIVE,63RD STREET,SB,FS,3, ,CHICAGO,1,King Drive & 63rd Street,-87.615693660000005,41.779958469999997
221,285,5024.000000000000000,CLINTON,MADISON,SB,NS,"128,132,192", ,CHICAGO,1,Clinton & Madison,-87.641266999999999,41.881976000000002
222,286,5629.000000000000000,IRVING PARK,LAMON,EB,NS,80, ,CHICAGO,1,Irving Park & Lamon,-87.749948750000001,41.953307750000000
223,287,10532.000000000000000,GARFIELD,RACINE,EB,FS,55,N55,CHICAGO,1,Garfield & Racine,-87.654463800000002,41.793757040000003
224,288,396.000000000000000,MADISON,LOCKWOOD (west leg),EB,NS,20,N20,CHICAGO,1,Madison & Lockwood,-87.757789650000007,41.880251870000002
225,289,15383.000000000000000,HARLEM,DIVERSEY,NB,FS,90, ,CHICAGO,1,Harlem & Diversey,-87.806410090000000,41.930994460000001
226,290,15539.000000000000000,AUSTIN,WELLINGTON,NB,FS,91, ,CHICAGO,1,Austin & Wellington,-87.776026709999996,41.935060739999997
227,291,6186.000000000000000,ASHLAND,57TH STREET,NB,NS,9,N9,CHICAGO,1,Ashland & 57th Street,-87.664342469999994,41.790252989999999
228,292,10916.000000000000000,RACINE,76TH STREET,NB,FS,"44,75", ,CHICAGO,1,Racine & 76th Street,-87.653785420000006,41.756519460000000
229,293,880.000000000000000,NORTH AVENUE,HAMLIN,EB,NS,72, ,CHICAGO,1,North Ave & Hamlin,-87.721762999999996,41.909880000000001
230,294,26.000000000000000,JACKSON,CENTRAL PARK,EB,FS,126, ,CHICAGO,1,Jackson & Central Park,-87.715477199999995,41.877141819999999
231,295,5660.000000000000000,IRVING PARK,DAMEN/LINCOLN,EB,NS,80, ,CHICAGO,1,Irving Park & Damen/Lincoln,-87.678879699999996,41.954049519999998
232,296,3385.000000000000000,63RD STREET,KEELER,EB,NS,63,N63,CHICAGO,1,63rd Street & Keeler,-87.727742000000006,41.778548999999998
233,297,12445.000000000000000,119TH STREET,LOOMIS,EB,NT,119, ,CHICAGO,1,119th Street & Loomis,-87.656588409999998,41.677540290000003
234,298,15698.000000000000000,ADDISON,NARRAGANSETT,EB,FS,152, ,CHICAGO,1,Addison & Narragansett,-87.785951150000002,41.945603239999997
235,299,1881.000000000000000,DEARBORN,MONROE,NB,FS,"22,24,36,62,151","N22,N62",CHICAGO,1,Dearborn & Monroe,-87.629284999999996,41.880947999999997
236,300,5954.000000000000000,HALSTED,ARMITAGE,NB,NS,8, ,CHICAGO,1,Halsted & Armitage,-87.648419550000000,41.918077449999998
237,301,2752.000000000000000,79TH STREET,WOOD,EB,NS,79,N79,CHICAGO,1,79th Street & Wood,-87.668327259999998,41.750241260000003
238,302,7661.000000000000000,35TH STREET,DAMEN,EB,NS,35, ,CHICAGO,1,35th Street & Damen,-87.675437000000002,41.830337999999998
239,303,6688.000000000000000,POLK,DAMEN,EB,NS,157, ,CHICAGO,1,Polk & Damen,-87.676633490000000,41.871421390000002
240,304,2778.000000000000000,79TH STREET,INDIANA,EB,NS,79,N79,CHICAGO,1,79th Street & Indiana,-87.619874199999998,41.750984389999999
241,305,2889.000000000000000,111TH STREET,MICHIGAN,EB,NS,111, ,CHICAGO,1,111th Street & Michigan,-87.621224080000005,41.692539519999997
242,306,389.000000000000000,MADISON,MENARD,EB,NS,20,N20,CHICAGO,1,Madison & Menard,-87.769921909999994,41.880087760000002
243,307,15789.000000000000000,87TH STREET,MORGAN,EB,FS,"24,87",N87,CHICAGO,1,87th Street & Morgan,-87.648085120000005,41.735884499999997
244,308,1631.000000000000000,51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15, ,CHICAGO,1,51st Street & King Drive,-87.615741319999998,41.802038760000002
245,309,7022.000000000000000,S. SHORE DRIVE,79TH STREET,NB,FS,"N5,6,26,71",N5,CHICAGO,1,S. Shore Drive & 79th Street,-87.548232429999999,41.752234039999998
246,310,8171.000000000000000,47TH STREET,WALLACE,EB,NS,47, ,CHICAGO,1,47th Street & Wallace,-87.640817609999999,41.808873749999997
247,311,10786.000000000000000,71ST STREET,KING DRIVE,EB,NS,71, ,CHICAGO,1,71st Street & King Drive,-87.615480000000005,41.765630000000002
248,312,2890.000000000000000,111TH STREET,INDIANA,EB,NS,111, ,CHICAGO,1,111th Street & Indiana,-87.618407050000002,41.692571260000001
249,313,1756.000000000000000,MORSE,SHERIDAN,EB,NS,155, ,CHICAGO,1,Morse & Sheridan,-87.661779179999996,42.007902629999997
250,314,11161.000000000000000,HOMAN (east leg),GRAND,SB,NS,82, ,CHICAGO,1,Homan & Grand,-87.711546889999994,41.900274539999998
251,315,2497.000000000000000,COTTAGE GROVE,60TH STREET,NB,NS,4,N4,CHICAGO,1,Cottage Grove & 60th Street,-87.605934110000007,41.785736790000001
252,316,6262.000000000000000,ASHLAND,WEBSTER,NB,NS,9, ,CHICAGO,1,Ashland & Webster,-87.668471019999998,41.921360430000000
253,317,4982.000000000000000,LASALLE,HURON,NB,FS,156, ,CHICAGO,1,LaSalle & Huron,-87.632575790000004,41.894842490000002
254,318,6724.000000000000000,SEDGWICK,NORTH AVENUE,NB,NS,37, ,CHICAGO,1,Sedgwick & North Avenue,-87.638513200000006,41.910960740000000
255,193,11953.000000000000000,92ND STREET,BALTIMORE,EB,NS,95, ,CHICAGO,1,92nd Street & Baltimore,-87.548627040000000,41.728184180000000
256,194,2723.000000000000000,79TH STREET,KILPATRICK (east leg),EB,NS,79, ,CHICAGO,1,79th Street & Kilpatrick,-87.737227160000003,41.749111069999998
257,195,1307.000000000000000,FULLERTON,KILPATRICK,EB,NS,74, ,CHICAGO,1,Fullerton & Kilpatrick,-87.743973629999999,41.924143020000002
258,196,6696.000000000000000,TAYLOR,THROOP,EB,NS,157, ,CHICAGO,1,Taylor & Throop,-87.659293649999995,41.869314250000002
259,197,22.000000000000000,JACKSON,KARLOV,EB,FS,126, ,CHICAGO,1,Jackson & Karlov,-87.727807870000007,41.877006600000001
260,198,4767.000000000000000,FOSTER,MONTICELLO,EB,NS,92, ,CHICAGO,1,Foster & Monticello,-87.719780000000000,41.975526000000002
261,199,6057.000000000000000,ASHLAND,CERMAK/BLUE ISLAND,SB,NS,"9,X9",N9,CHICAGO,1,Ashland & Cermak/Blue Island,-87.666172930000002,41.852483679999999
262,200,1790.000000000000000,CLARK,ALBION,SB,NS,22,N22,CHICAGO,1,Clark & Albion,-87.671980649999995,42.001785040000001
263,201,1847.000000000000000,CLARK,BURTON,SB,NS,"22,36",N22,CHICAGO,1,Clark & Burton,-87.631719000000004,41.909497000000002
264,202,11474.000000000000000,RIDGE,BROADWAY/BRYN MAWR,NWB,FS,84, ,CHICAGO,1,Ridge & Broadway/Bryn Mawr,-87.660447000000005,41.983932000000003
265,203,1368.000000000000000,LINCOLN,BERWYN,SEB,NS,11, ,CHICAGO,1,Lincoln & Berwyn,-87.692577999999997,41.977713000000001
266,204,11877.000000000000000,CALIFORNIA,DEVON,SB,NS,93, ,CHICAGO,1,California & Devon,-87.699728269999994,41.997646189999998
267,205,3718.000000000000000,HALSTED,115TH STREET,SB,NS,"8A,108", ,CHICAGO,1,Halsted & 115th Street,-87.642279290000005,41.685192790000002
268,206,5173.000000000000000,RACINE,60TH STREET,SB,NS,44, ,CHICAGO,1,Racine & 60th Street,-87.654694879999994,41.785137360000000
269,207,5182.000000000000000,RACINE,68TH STREET,SB,NS,44, ,CHICAGO,1,Racine & 68th Street,-87.654342009999993,41.770577560000000
270,208,7543.000000000000000,MICHIGAN,110TH STREET,SB,NS,"34,119",N34,CHICAGO,1,Michigan & 110th Street,-87.620863819999997,41.694504600000002
271,209,10235.000000000000000,CICERO,IOWA,SB,NS,54, ,CHICAGO,1,Cicero & Iowa,-87.745909999999995,41.896935999999997
272,210,4525.000000000000000,ARCHER,MAJOR (west leg),SWB,NS,"62,62H", ,CHICAGO,1,Archer & Major,-87.764645950000002,41.795441080000003
273,211,5368.000000000000000,BROADWAY,SURF (north leg),SB,NS,36, ,CHICAGO,1,Broadway & Surf,-87.644310340000004,41.934928290000002
274,212,9925.000000000000000,NORTHWEST HWY,OVERHILL,SEB,FS,68, ,CHICAGO,1,Northwest Hwy & Overhill,-87.818709080000005,42.004327359999998
275,213,9936.000000000000000,NORTHWEST HWY,NIAGARA,SEB,FT,68, ,CHICAGO,1,Northwest Hwy & Niagara,-87.800839699999997,41.993399640000000
276,214,16069.000000000000000,CICERO,PERSHING,SB,FS,54B, ,CHICAGO,1,Cicero & Pershing,-87.743693280000002,41.821795530000003
277,215,2259.000000000000000,KING DRIVE,90TH STREET,SB,FS,3, ,CHICAGO,1,King Drive & 90th Street,-87.614453670000003,41.730966250000002
278,216,14102.000000000000000,JEFFERSON PARK,BLUE LINE STATION/SOUTH B,SWB,TERM,81,N81,CHICAGO,1,Jefferson Park Transit Center,-87.761850249999995,41.969849269999997
279,217,7058.000000000000000,S. SHORE DRIVE,77TH STREET,SB,FS,"N5,6,26,71",N5,CHICAGO,1,S. Shore Drive & 77th Street,-87.553399150000004,41.756895470000003
280,218,5353.000000000000000,BROADWAY,CULLOM,SB,MT,36, ,CHICAGO,1,Broadway & Cullom,-87.654145000000000,41.960081000000002
281,219,6488.000000000000000,WENTWORTH,CERMAK,NB,NS,24, ,CHICAGO,1,Wentworth & Cermak,-87.631918089999999,41.852698359999998
282,220,5710.000000000000000,IRVING PARK,KEYSTONE,WB,NS,80, ,CHICAGO,1,Irving Park & Keystone (Blue Line),-87.729039439999994,41.953745689999998
283,221,5314.000000000000000,67TH STREET,EAST END,WB,NT,"N5,6,15,67",N5,CHICAGO,1,67th Street & East End,-87.583830460000001,41.773418419999999
284,222,4723.000000000000000,JACKSON,CAMPBELL,WB,NS,126, ,CHICAGO,1,Jackson & Campbell,-87.688684670000001,41.877590710000000
285,223,8099.000000000000000,47TH STREET,ALBANY,WB,NS,47, ,CHICAGO,1,47th Street & Albany,-87.701404830000001,41.808222890000003
286,224,237.000000000000000,CONGRESS,KARLOV,WB,NS,7, ,CHICAGO,1,Congress & Karlov,-87.727747010000002,41.874398679999999
287,225,458.000000000000000,MADISON,PEORIA,WB,NS,20,N20,CHICAGO,1,Madison & Peoria,-87.649477000000005,41.881799999999998
288,226,9688.000000000000000,LAWRENCE,MENARD (west leg),WB,NS,"81W,91", ,CHICAGO,1,Lawrence & Menard,-87.772711000000001,41.967761000000003
289,227,10122.000000000000000,71ST STREET,SPAULDING,WB,NT,67, ,CHICAGO,1,71st Street & Spaulding,-87.705200000000005,41.764398999999997
290,228,335.000000000000000,ROOSEVELT,MAY,WB,NS,12, ,CHICAGO,1,Roosevelt & May,-87.654991109999997,41.867113410000002
291,229,9749.000000000000000,LAWRENCE,PROSPECT,WB,FS,81W, ,NORRIDGE,1,Lawrence & Prospect,-87.831018470000004,41.966765170000002
292,230,7997.000000000000000,43RD STREET,COTTAGE GROVE,WB,NS,43, ,CHICAGO,1,43rd Street & Cottage Grove,-87.606574719999998,41.816881719999998
293,231,9517.000000000000000,87TH STREET,ALBANY,WB,NT,87, ,CHICAGO,1,87th Street & Albany,-87.699600340000003,41.735377700000001
294,232,7586.000000000000000,131ST STREET,RHODES,WB,MT,34,N34,CHICAGO,1,131st Street & Rhodes,-87.609600999999998,41.657499000000001
295,233,4132.000000000000000,ARMITAGE,4600 WEST,WB,MB,73, ,CHICAGO,1,4600 W Armitage,-87.741836730000003,41.917050439999997
296,234,14681.000000000000000,CENTRAL STREET,RIDGE,WB,NS,201, ,EVANSTON,2,Central Street & Ridge,-87.683290000000000,42.064169999999997
297,235,9687.000000000000000,LAWRENCE,MAJOR (west leg),WB,NS,"81W,91", ,CHICAGO,1,Lawrence & Major,-87.770069000000007,41.967801000000001
298,236,5379.000000000000000,STATE,HURON,SB,NS,36, ,CHICAGO,1,State & Huron,-87.628241000000003,41.895007000000000
299,237,12609.000000000000000,ADDISON,MELVINA,WB,NS,152, ,CHICAGO,1,Addison & Melvina,-87.781228290000001,41.945754590000000
300,238,9314.000000000000000,BELMONT,CENTRAL PARK,WB,NS,77,N77,CHICAGO,1,Belmont & Central Park,-87.717267469999996,41.939275530000003
301,239,14523.000000000000000,CHICAGO,HAMLIN,WB,FS,66,N66,CHICAGO,1,Chicago & Hamlin,-87.721349840000002,41.895488069999999
302,240,12574.000000000000000,ADDISON,CALIFORNIA,WB,NS,152, ,CHICAGO,1,Addison & California,-87.697855579999995,41.946744690000003
303,241,1543.000000000000000,51ST STREET,INDIANA,WB,NS,15, ,CHICAGO,1,51st Street & Indiana,-87.620932949999997,41.802103469999999
304,242,6846.000000000000000,CERMAK,ARCHER,WB,NS,21, ,CHICAGO,1,Cermak & Archer,-87.634273500000006,41.852940789999998
305,243,15316.000000000000000,35TH STREET,MICHIGAN,WB,FS,35, ,CHICAGO,1,35th Street & Michigan,-87.623699930000001,41.831099729999998
306,244,367.000000000000000,ROOSEVELT,KEELER,WB,NS,12, ,CHICAGO,1,Roosevelt & Keeler,-87.729952350000005,41.866184359999998
307,245,17019.000000000000000,BELMONT,CENTRAL,WB,FS,77,N77,CHICAGO,1,Belmont & Central,-87.766776660000005,41.938639889999997
308,246,15337.000000000000000,GRAND,MENARD,WB,FS,65, ,CHICAGO,1,Grand & Menard,-87.770913080000000,41.919756649999997
309,247,6859.000000000000000,CERMAK,THROOP,WB,NS,21, ,CHICAGO,1,Cermak & Throop,-87.658591580000007,41.852506089999999
310,248,7590.000000000000000,127TH STREET,MICHIGAN,WB,NS,"34,108",N34,CHICAGO,1,127th Street & Michigan,-87.619784269999997,41.663544450000003
311,249,11378.000000000000000,MONTROSE,OAKLEY,WB,NT,78, ,CHICAGO,1,Montrose & Oakley,-87.686301000000000,41.961398000000003
312,250,786.000000000000000,GRAND,WOOD,WB,NS,65, ,CHICAGO,1,Grand & Wood,-87.671862000000004,41.890986699999999
313,251,1541.000000000000000,51ST STREET,KING DRIVE (w. serv. dr.),WB,FS,15, ,CHICAGO,1,51st Street & King Drive,-87.616823310000001,41.802163600000000
314,252,13079.000000000000000,59TH STREET,SACRAMENTO,WB,NS,59, ,CHICAGO,1,59th Street & Sacramento,-87.698332570000005,41.786385209999999
315,253,622.000000000000000,CHICAGO,ASHLAND,WB,NS,66,N66,CHICAGO,1,Chicago & Ashland,-87.667079160000000,41.896151410000002
316,254,17487.000000000000000,HALSTED,LINCOLN/FULLERTON,NB,FS,8, ,CHICAGO,1,Halsted & Lincoln/Fullerton,-87.648676940000001,41.925718770000003
317,255,17462.000000000000000,PULASKI,ADDISON,SB,FS,53,N53,CHICAGO,1,Pulaski & Addison,-87.727492170000005,41.946187590000001
318,319,5320.000000000000000,STONY ISLAND,63RD STREET,NB,NS,"6,15,28", ,CHICAGO,1,Stony Island & 63rd Street,-87.586351160000007,41.780472250000003
319,320,8707.000000000000000,DAMEN,83RD STREET,NB,NS,48, ,CHICAGO,1,Damen & 83rd Street,-87.672838999999996,41.742806999999999
320,321,14978.000000000000000,HALSTED,107TH STREET,SB,FS,"8A,108", ,CHICAGO,1,Halsted & 107th Street,-87.642743080000002,41.699352419999997
321,322,6076.000000000000000,ASHLAND,43RD STREET,SB,NS,"9,X9",N9,CHICAGO,1,Ashland & 43rd Street,-87.665232680000003,41.815921230000001
322,323,6009.000000000000000,ASHLAND,WRIGHTWOOD,SB,NS,9, ,CHICAGO,1,Ashland & Wrightwood,-87.668406009999998,41.928849489999998
323,324,2233.000000000000000,KING DRIVE,65TH STREET,SB,FT,3, ,CHICAGO,1,King Drive & 65th Street,-87.615620000000007,41.776387999999997
324,325,9908.000000000000000,NORTHWEST HWY,OLIPHANT,NWB,NS,68, ,CHICAGO,1,Northwest Hwy & Oliphant,-87.816011579999994,42.002731580000003
325,326,4422.000000000000000,ARCHER,SACRAMENTO,NEB,NS,62,N62,CHICAGO,1,Archer & Sacramento,-87.699442700000006,41.816914199999999
326,327,4636.000000000000000,WELLS,JACKSON,SB,NS,37, ,CHICAGO,1,Wells & Jackson,-87.633792999999997,41.878194000000001
327,328,7094.000000000000000,TORRENCE,106TH STREET,SB,NS,71, ,CHICAGO,1,Torrence & 106th Street,-87.559706719999994,41.702847110000000
328,329,17663.000000000000000,83RD STREET,VINCENNES,EB,FS,24, ,CHICAGO,1,83rd Street & Vincennes,-87.635670390000001,41.743987429999997
329,330,17664.000000000000000,83RD STREET,HOLLAND,EB,NS,24, ,CHICAGO,1,83rd Street & Holland,-87.632339259999995,41.743477689999999
330,331,17665.000000000000000,HOLLAND,8400 SOUTH,SB,MB,24, ,CHICAGO,1,8400 S Holland,-87.632118590000005,41.741442040000003
331,332,17666.000000000000000,HOLLAND,8500 SOUTH,SB,MB,24, ,CHICAGO,1,8500 S Holland,-87.632075499999999,41.739098560000002
332,333,17667.000000000000000,HOLLAND,8501 S HOLLAND,NB,MB,24, ,CHICAGO,1,8501 S Holland,-87.631830080000000,41.739340220000003
333,334,17668.000000000000000,HOLLAND,8401 SOUTH,NB,MB,24, ,CHICAGO,1,8401 S Holland,-87.631903629999996,41.741216229999999
334,335,17669.000000000000000,83RD STREET,HOLLAND,WB,FS,24, ,CHICAGO,1,83rd Street & Holland,-87.632512070000004,41.743602920000001
335,336,8778.000000000000000,DAMEN,59TH STREET,SB,NS,48, ,CHICAGO,1,Damen & 59th Street,-87.674201830000001,41.786724999999997
336,337,10495.000000000000000,55TH STREET,KILPATRICK,EB,FS,55, ,CHICAGO,1,55th Street & Kilpatrick,-87.739911559999996,41.792944089999999
337,338,10931.000000000000000,75TH STREET,LAFAYETTE,EB,NS,75, ,CHICAGO,1,75th Street & Lafayette,-87.626593000000000,41.758046000000000
338,339,1636.000000000000000,51ST STREET,COTTAGE GROVE,EB,NS,15, ,CHICAGO,1,51st Street & Cottage Grove,-87.606579379999999,41.802190549999999
339,340,9408.000000000000000,87TH STREET,RED LINE STATION,EB,MB,87,N87,CHICAGO,1,87th Red Line Station,-87.624829280000000,41.736161299999999
340,341,8062.000000000000000,43RD STREET,DREXEL,EB,FS,43, ,CHICAGO,1,43rd Street & Drexel,-87.603859170000007,41.816776240000003
341,342,9638.000000000000000,AUSTIN,DIVISION,NB,NS,91, ,CHICAGO,1,Austin & Division,-87.775269600000001,41.901899120000003
342,343,11748.000000000000000,NARRAGANSETT,WRIGHTWOOD,NB,NS,86, ,CHICAGO,1,Narragansett & Wrightwood,-87.785488999999998,41.927300000000002
343,344,11476.000000000000000,RIDGE,GLENWOOD,NWB,NS,84, ,CHICAGO,1,Ridge & Glenwood,-87.664927000000006,41.986659000000003
